"","V1","V2","V3","lat","lon"
"13833","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13834","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"13835","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"13836","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13837","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13838","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"13839","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13840","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"13841","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"13842","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"13843","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"13844","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13845","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13846","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13847","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13848","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13849","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"13850","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13851","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13852","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13853","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13854","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13855","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13856","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13857","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13858","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13859","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13860","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13861","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13862","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13863","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13864","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"13865","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"13866","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13867","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13868","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"13869","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13870","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"13871","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"13872","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"13873","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"13874","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13875","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13876","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13877","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13878","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13879","Alion Science and Technology","F-35 Systems Engineer (Flight Sciences Test Support)","Crystal City, VA",36.856513,-78.91449
"13880","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13881","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13882","Lockheed Martin","Systems Engineer Sr Stf","Herndon, VA ",38.983887,-77.367457
"13883","Apex Clean Energy","Senior Mechanical Engineer","Charlottesville, VA ",38.087663,-78.556765
"13884","Building & Industrial Systems","Sales Engineer","Ashburn, VA",39.085309,-77.645224
"13885","The Aerospace Corporation","SIGINT Systems Engineer","Chantilly, VA",38.88668,-77.44566
"13886","Cooper Staffing","International Process Engineer","Danville, VA",36.603501,-79.376228
"13887","Molina Healthcare","Engineer, Application Development","Herndon, VA",38.983887,-77.367457
"13888","Lohmann Specialty Coatings, LLC","Process Improvement Technician - Internship","Charlottesville, VA",38.087663,-78.556765
"13889","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13890","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13891","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13892","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13893","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13894","DECISIVE ANALYTICS Corporation","Senior Manufacturing Engineer","Alexandria, VA",38.80484,-77.04692
"13895","HunterLab, Inc.","Electronics Engineer","Reston, VA",38.96146,-77.3418
"13896","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"13897","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"13898","FS-ISAC, Inc.","Systems Engineer","Reston, VA",38.96146,-77.3418
"13899","Orbital ATK","Manufacturing Process Engineer Job","Radford, VA",37.119732,-80.556541
"13900","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13901","ALEX-Alternative Experts LLC","Systems Engineer with Security Clearance","Dahlgren, VA",38.326218,-77.039825
"13902","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"13903","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
"13904","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13905","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13906","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13907","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13908","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13909","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13910","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13911","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13912","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13913","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13914","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13915","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13916","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13917","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13918","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13919","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13920","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13921","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13922","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13923","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13924","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"13925","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13926","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13927","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13928","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13929","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13930","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"13931","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13932","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13933","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13934","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13935","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13936","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13937","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13938","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13939","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"13940","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"13941","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13942","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13943","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13944","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13945","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"13946","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13947","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13948","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13949","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13950","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13951","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13952","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13953","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13954","Alion Science and Technology","F-35 Systems Engineer (Flight Sciences Test Support)","Crystal City, VA",36.856513,-78.91449
"13955","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13956","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13957","Lockheed Martin","Systems Engineer Sr Stf","Herndon, VA ",38.983887,-77.367457
"13958","Apex Clean Energy","Senior Mechanical Engineer","Charlottesville, VA ",38.087663,-78.556765
"13959","Building & Industrial Systems","Sales Engineer","Ashburn, VA",39.085309,-77.645224
"13960","The Aerospace Corporation","SIGINT Systems Engineer","Chantilly, VA",38.88668,-77.44566
"13961","Cooper Staffing","International Process Engineer","Danville, VA",36.603501,-79.376228
"13962","Molina Healthcare","Engineer, Application Development","Herndon, VA",38.983887,-77.367457
"13963","Lohmann Specialty Coatings, LLC","Process Improvement Technician - Internship","Charlottesville, VA",38.087663,-78.556765
"13964","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13965","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13966","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13967","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13968","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13969","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"13970","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"13971","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"13972","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13973","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13974","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13975","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13976","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13977","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13978","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"13979","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13980","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13981","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13982","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13983","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13984","Hyatt","Shift Engineer","Arlington, VA",37.283482,-77.294978
"13985","Alion Science and Technology","Systems Engineer Asc","Norfolk, VA ",36.895911,-76.208521
"13986","Arevo Group","Manufacturing Engineer","Salem, VA",36.789593,-76.124657
"13987","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"13988","DYSS","Presales Systems Engineer","Virginia Beach, VA",36.844004,-76.12036
"13989","National Aeronautics and Space Administration","NASA's Pathways Intern Employment Program (Mathematics and S...","Hampton, VA",37.072658,-76.38992
"13990","comScore","Systems Engineer","Reston, VA",38.96146,-77.3418
"13991","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13992","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"13993","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13994","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13995","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13996","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13997","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13998","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13999","TE Connectivity","Mechanical Design Engineer Position","Hampton, VA",37.072658,-76.38992
"14000","RGS","Project Coordinator/Issue Specialists","Reston, VA",38.96146,-77.3418
"14001","Lockheed Martin","Senior Test Engineer","Fort Belvoir, VA",38.714562,-77.167886
"14002","Zachary Piper, LLC","Information Assurance Engineer","Arlington, VA",37.283482,-77.294978
"14003","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
